borough,zip_code,persons_injured,persons_killed,pedestrian_injured,pedestrian_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed,factor1,factor2,factor3,factor4,factor5,vehicle1,vehicle2,vehicle3,vehicle4,vehicle5,datetime
Manhattan,10013,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 11:50
Queens,11362,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Box Truck,,,,11/13/2018 11:50
Bronx,10459,0,0,0,0,0,0,0,0,Passing Too Closely,,,,,Sedan,,,,,11/13/2018 11:55
Brooklyn,11232,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Pick-up Truck,Sedan,,,,11/13/2018 11:55
Brooklyn,11237,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 11:55
Manhattan,10014,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:55
Manhattan,10035,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Box Truck,Sedan,,,,11/13/2018 11:55
Manhattan,10017,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:57
Brooklyn,11214,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 12:00
Queens,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 12:00
Queens,11374,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 12:03
Manhattan,10035,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 12:10
Queens,11102,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Pick-up Truck,Dump,,,,11/13/2018 12:10
Queens,11355,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Backing Unsafely,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 12:10
Brooklyn,11223,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 12:15
Queens,11373,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Pick-up Truck,Sedan,,,,11/13/2018 12:15
Brooklyn,11225,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Bike,,,,11/13/2018 12:15
Brooklyn,11219,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 12:21
Bronx,10466,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 12:25
Bronx,10473,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 12:30
Queens,11691,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 12:30
Brooklyn,11218,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Van,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 12:39
Brooklyn,11229,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Sedan,,,,,11/13/2018 12:40
Queens,11366,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 12:42
Brooklyn,11203,0,0,0,0,0,0,0,0,Passing Too Closely,Other Vehicular,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 12:45
Queens,11422,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 12:45
Bronx,10455,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 12:50
Brooklyn,11211,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,11/13/2018 12:50
Manhattan,10011,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 12:50
Bronx,10453,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Box Truck,,,,11/13/2018 12:50
Manhattan,10017,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,Bus,Taxi,Sedan,,,11/13/2018 12:52
Manhattan,10017,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Box Truck,Sedan,,,,11/13/2018 12:59
Bronx,10453,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 13:00
Bronx,10458,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 13:00
Brooklyn,11223,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 13:00
Brooklyn,11231,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Pick-up Truck,,,,11/13/2018 13:00
Manhattan,10011,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 13:00
Manhattan,10016,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 13:00
Queens,11102,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Garbage or Refuse,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 13:00
Bronx,10461,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 13:02
Queens,11433,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Box Truck,Sedan,,,,11/13/2018 13:05
Brooklyn,11201,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,Sedan,Box Truck,,,,11/13/2018 13:07
Brooklyn,11230,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 13:10
Manhattan,10022,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,,,,,11/13/2018 14:04
Brooklyn,11207,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Sedan,Box Truck,Station Wagon/Sport Utility Vehicle,,,11/13/2018 13:15
Queens,11372,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 13:20
Manhattan,10017,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,11/13/2018 13:25
Queens,11418,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 13:25
Brooklyn,11207,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 13:30
Brooklyn,11206,0,0,0,0,0,0,0,0,Other Vehicular,,,,,Sedan,Sedan,,,,11/13/2018 13:45
Manhattan,10019,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Pick-up Truck,Tractor Truck Diesel,,,,11/13/2018 13:45
Bronx,10458,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,,,,,11/13/2018 14:00
Brooklyn,11234,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 14:00
Manhattan,10010,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:00
Queens,11105,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 14:00
Queens,11367,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 14:00
Queens,11385,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 14:00
Queens,11421,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:00
Manhattan,10026,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,tow t,Sedan,,,,11/13/2018 14:00
Queens,11436,3,0,0,0,0,0,3,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 14:04
Manhattan,10022,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,Bike,Taxi,,,,11/13/2018 14:10
Queens,11374,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:13
Manhattan,10022,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Taxi,,,,11/13/2018 14:14
Bronx,10462,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 14:15
Bronx,10472,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Chassis Cab,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:15
Brooklyn,11229,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,Pick-up Truck,Sedan,,,,11/13/2018 14:15
Bronx,10458,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:20
Brooklyn,11212,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:20
Queens,11433,1,0,0,0,0,0,1,0,Passing Too Closely,Passing Too Closely,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:27
Bronx,10461,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Flat Bed,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:28
Bronx,10463,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 14:28
Brooklyn,11232,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 14:30
Queens,11365,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Pick-up Truck,,,,11/13/2018 14:30
Queens,11373,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 14:30
Queens,11422,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:30
Queens,11375,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 14:30
Queens,11432,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:36
Queens,11366,1,0,1,0,0,0,0,0,Unspecified,,,,,Pick-up Truck,,,,,11/13/2018 14:40
Queens,11385,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 14:40
Bronx,10455,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,Sedan,Sedan,,,,11/13/2018 14:44
Bronx,10466,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 14:45
Manhattan,10021,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Box Truck,,,,11/13/2018 14:45
Brooklyn,11229,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:47
Queens,11434,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 14:48
Brooklyn,11207,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:49
Brooklyn,11205,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Bus,Bus,Bus,,,11/13/2018 14:53
Queens,11432,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 14:57
Manhattan,10029,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Garbage or Refuse,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 14:59
Bronx,10469,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing Too Closely,,,,Sedan,Sedan,,,,11/13/2018 15:00
Queens,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 15:00
Queens,11369,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,,,,,11/13/2018 15:00
Queens,11434,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 15:00
Brooklyn,11213,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 15:09
Brooklyn,11203,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 15:10
Staten Island,10305,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 15:20
Queens,11433,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 15:29
Queens,11433,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 15:30
Queens,11357,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 15:33
Bronx,10468,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 15:40
Brooklyn,11201,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 15:40
Bronx,10461,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 15:42
Manhattan,10025,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Pick-up Truck,Sedan,,,,11/13/2018 15:42
Queens,11373,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 15:44
Manhattan,10013,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Pick-up Truck,Pick-up Truck,,,,11/13/2018 15:45
Bronx,10451,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 16:00
Brooklyn,11207,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:00
Brooklyn,11218,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:00
Brooklyn,11225,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 16:00
Brooklyn,11234,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 16:00
Manhattan,10018,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:00
Queens,11101,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:00
Queens,11379,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 16:00
Brooklyn,11208,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,Sedan,Pick-up Truck,Sedan,,,11/13/2018 16:03
Manhattan,10280,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 16:10
Queens,11103,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:10
Brooklyn,11234,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:14
Manhattan,10065,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:18
Brooklyn,11210,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:19
Bronx,10457,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,,,,Sedan,Ambulance,,,,11/13/2018 16:23
Bronx,10455,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:27
Brooklyn,11203,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,,,,,11/13/2018 16:30
Brooklyn,11231,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Van,,,,11/13/2018 16:30
Queens,11101,0,0,0,0,0,0,0,0,Unspecified,,,,,Pick-up Truck,,,,,11/13/2018 16:30
Bronx,10457,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,,,,,11/13/2018 16:40
Manhattan,10010,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Box Truck,,,,11/13/2018 16:43
Bronx,10458,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,Van,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:45
Bronx,10460,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,Taxi,Sedan,,,,11/13/2018 16:49
Brooklyn,11214,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:50
Brooklyn,11214,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 16:50
Brooklyn,11213,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 16:55
Manhattan,10019,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,Sedan,,,,,11/13/2018 16:55
Manhattan,10012,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Pick-up Truck,Convertible,,,,11/13/2018 17:00
Manhattan,10036,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 17:00
Queens,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Sedan,,,,11/13/2018 17:00
Queens,11385,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 17:00
Queens,11419,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:00
Queens,11105,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 17:00
Staten Island,10301,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,11/13/2018 17:00
Brooklyn,11207,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:05
Staten Island,10304,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,,,,,11/13/2018 17:05
Manhattan,10019,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:10
Queens,11434,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 17:16
Staten Island,10304,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 17:17
Brooklyn,11208,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:19
Queens,11354,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:21
Manhattan,10001,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 17:23
Brooklyn,11234,1,0,1,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 17:27
Bronx,10467,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:30
Brooklyn,11249,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:30
Queens,11434,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 17:30
Brooklyn,11236,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:31
Brooklyn,11206,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:35
Queens,11435,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,11/13/2018 17:35
Brooklyn,11230,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:40
Staten Island,10310,1,0,1,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 17:40
Bronx,10453,2,0,0,0,0,0,2,0,Passing Too Closely,Unspecified,,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:40
Staten Island,10305,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:43
Bronx,10455,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Sedan,Dump,,,,11/13/2018 17:44
Bronx,10465,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 17:45
Queens,11368,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,,,,,,11/13/2018 17:45
Bronx,10455,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:49
Brooklyn,11215,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Van,Sedan,,,,11/13/2018 17:50
Queens,11105,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:50
Manhattan,10017,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 17:54
Brooklyn,11238,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,Bike,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 17:59
Brooklyn,11222,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 18:00
Brooklyn,11223,0,0,0,0,0,0,0,0,Unspecified,,,,,Pick-up Truck,,,,,11/13/2018 18:00
Brooklyn,11229,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:00
Queens,11355,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,TRAIL,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:00
Brooklyn,11219,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Bike,Sedan,,,,11/13/2018 18:00
Queens,11004,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:00
Queens,11103,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Taxi,Sedan,,,,11/13/2018 18:01
Queens,11691,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:05
Queens,11367,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 18:07
Queens,11363,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 18:10
Brooklyn,11221,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,Elect,Sedan,,,,11/13/2018 18:15
Queens,11435,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:19
