borough,zip_code,persons_injured,persons_killed,pedestrian_injured,pedestrian_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed,factor1,factor2,factor3,factor4,factor5,vehicle1,vehicle2,vehicle3,vehicle4,vehicle5,datetime
Brooklyn,11226,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Sedan,,,,,11/14/2018 12:30
Manhattan,10034,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,11/14/2018 12:30
Queens,11373,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 12:40
Queens,11377,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,Box Truck,Sedan,,,,11/14/2018 12:40
Brooklyn,11211,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,PK,,,,11/14/2018 12:45
Brooklyn,11226,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 12:45
Manhattan,10022,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Dump,,,,11/14/2018 12:45
Bronx,10463,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Taxi,,,,11/14/2018 12:45
Manhattan,10023,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Taxi,Ambulance,,,,11/14/2018 12:50
Manhattan,10032,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Taxi,,,,,11/14/2018 13:00
Manhattan,10013,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 13:10
Brooklyn,11231,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 13:30
Manhattan,10001,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Ambulance,Box Truck,,,,11/14/2018 13:30
Queens,11420,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 13:30
Queens,11434,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 13:30
Queens,11354,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,Sedan,,,,,11/14/2018 13:32
Manhattan,10023,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,11/14/2018 13:35
Manhattan,10027,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Box Truck,Sedan,,,,11/14/2018 13:35
Manhattan,10003,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 13:40
Queens,11370,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 13:42
Brooklyn,11231,1,0,1,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 13:43
Manhattan,10023,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Tanker,Sedan,,,,11/14/2018 13:45
Queens,11367,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 13:45
Brooklyn,11226,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,Van,Sedan,,,,11/14/2018 13:46
Brooklyn,11235,1,0,1,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 13:48
Bronx,10458,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 13:56
Brooklyn,11219,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 14:00
Queens,11373,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 14:00
Brooklyn,11230,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 14:00
Brooklyn,11208,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Flat Bed,Sedan,,,,11/14/2018 14:10
Manhattan,10022,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inexperience,,,,Station Wagon/Sport Utility Vehicle,Van,,,,11/14/2018 14:10
Bronx,10469,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 14:13
Brooklyn,11231,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 14:15
Queens,11001,0,0,0,0,0,0,0,0,Passing Too Closely,View Obstructed/Limited,,,,Sedan,Sedan,,,,11/14/2018 14:15
Staten Island,10305,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 14:16
Bronx,10455,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 14:25
Brooklyn,11223,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 14:28
Bronx,10455,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,Sedan,Box Truck,,,,11/14/2018 14:30
Bronx,10465,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 14:30
Brooklyn,11223,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 14:30
Brooklyn,11233,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Van,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 14:30
Manhattan,10022,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 14:30
Queens,11357,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Tanker,Sedan,,,,11/14/2018 14:30
Queens,11433,0,0,0,0,0,0,0,0,Passing Too Closely,Passing or Lane Usage Improper,,,,Sedan,Sedan,,,,11/14/2018 14:30
Bronx,10473,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 14:37
Brooklyn,11217,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 14:42
Queens,11385,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Bus,,,,11/14/2018 14:50
Queens,11434,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Pick-up Truck,,,,11/14/2018 14:55
Brooklyn,11205,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Bus,,,,11/14/2018 15:00
Brooklyn,11225,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 15:00
Brooklyn,11228,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 15:00
Manhattan,10035,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Pick-up Truck,Sedan,,,,11/14/2018 15:00
Queens,11102,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 15:00
Queens,11364,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 15:00
Queens,11413,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 15:00
Queens,11414,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 15:00
Brooklyn,11206,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 15:00
Queens,11365,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 15:00
Bronx,10462,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Station Wagon/Sport Utility Vehicle,Box Truck,,,,11/14/2018 15:09
Manhattan,10010,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 15:10
Queens,11101,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 15:10
Bronx,10462,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 15:15
Manhattan,10019,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Van,,,,11/14/2018 15:15
Brooklyn,11220,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,Sedan,Sedan,Sedan,,,11/14/2018 15:17
Bronx,10460,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Pick-up Truck,,,,,11/14/2018 15:30
Queens,11414,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 15:35
Queens,11694,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 15:38
Queens,11040,0,0,0,0,0,0,0,0,Backing Unsafely,Other Vehicular,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 15:40
Bronx,10470,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Sedan,Sedan,Box Truck,,,11/14/2018 15:40
Bronx,10463,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Pick-up Truck,Convertible,,,,11/14/2018 15:45
Brooklyn,11211,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 15:45
Manhattan,10009,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 15:45
Manhattan,10016,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 15:47
Queens,11416,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 15:55
Bronx,10458,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Sedan,,,,11/14/2018 16:00
Brooklyn,11203,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 16:00
Brooklyn,11229,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 16:00
Brooklyn,11237,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 16:00
Queens,11377,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Bus,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 16:00
Staten Island,10314,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 16:04
Brooklyn,11229,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 16:10
Manhattan,10032,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Taxi,Sedan,,,,11/14/2018 16:15
Queens,11414,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 16:15
Bronx,10468,0,0,0,0,0,0,0,0,Other Vehicular,,,,,Sedan,,,,,11/14/2018 16:18
Brooklyn,11223,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 16:21
Brooklyn,11223,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 16:27
Brooklyn,11223,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 16:30
Queens,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 16:30
Queens,11423,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 16:30
Bronx,10459,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,11/14/2018 16:32
Brooklyn,11238,0,0,0,0,0,0,0,0,Passing Too Closely,Other Vehicular,,,,Sedan,Sedan,,,,11/14/2018 16:39
Bronx,10453,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 16:41
Manhattan,10039,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 16:45
Brooklyn,11218,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,,,,,11/14/2018 16:50
Queens,11361,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 16:50
Bronx,10466,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,,,,,11/14/2018 16:56
Brooklyn,11201,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:00
Brooklyn,11208,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 17:00
Brooklyn,11237,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,Sedan,Sedan,Pick-up Truck,,,11/14/2018 17:00
Manhattan,10128,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:00
Queens,11373,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Bus,Sedan,,,,11/14/2018 17:00
Bronx,10463,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Taxi,,,,,11/14/2018 17:00
Bronx,10465,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Sedan,,,,,11/14/2018 17:05
Bronx,10454,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Sedan,Sedan,,,,11/14/2018 17:10
Queens,11355,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:10
Brooklyn,11203,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,11/14/2018 17:11
Bronx,10473,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 17:14
Manhattan,10128,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:15
Brooklyn,11201,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 17:20
Queens,11413,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:23
Brooklyn,11218,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:30
Queens,11385,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:30
Staten Island,10304,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Pick-up Truck,,,,11/14/2018 17:30
Brooklyn,11211,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:35
Manhattan,10035,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:35
Bronx,10462,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Bus,,,,11/14/2018 17:35
Queens,11418,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:38
Queens,11370,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:38
Brooklyn,11226,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:42
Brooklyn,11205,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,PK,,,,,11/14/2018 17:45
Brooklyn,11210,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,,,,,11/14/2018 17:50
Queens,11367,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 17:50
Bronx,10458,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:55
Brooklyn,11206,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:55
Queens,11432,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 17:55
Brooklyn,11224,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 18:00
Brooklyn,11226,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 18:00
Brooklyn,11230,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 18:00
Queens,11357,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 18:00
Brooklyn,11228,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Bus,,,,11/14/2018 18:04
Brooklyn,11223,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 18:05
Bronx,10452,1,0,1,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Box Truck,,,,11/14/2018 18:07
Manhattan,10065,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 18:10
Queens,11372,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Sedan,,,,,11/14/2018 18:10
Manhattan,10032,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,11/14/2018 18:14
Queens,11355,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 18:15
Brooklyn,11206,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 18:17
Bronx,10470,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing Too Closely,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 18:20
Queens,11418,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Taxi,,,,11/14/2018 18:20
Bronx,10463,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 18:22
Brooklyn,11236,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,Tractor Truck Diesel,,,,,11/14/2018 18:22
Queens,11422,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 18:29
Brooklyn,11201,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 18:30
Manhattan,10002,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 18:30
Queens,11417,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 18:30
Queens,11101,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,Sedan,Sedan,,,,11/14/2018 18:31
Queens,11427,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 18:35
Queens,11691,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 18:35
Queens,11369,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 18:35
Manhattan,10019,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Sedan,,,,11/14/2018 18:40
Bronx,10454,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 18:43
Manhattan,10034,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 18:44
Brooklyn,11201,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 18:50
Bronx,10458,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 18:53
Queens,11422,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,,,,,11/14/2018 18:55
Brooklyn,11224,0,0,0,0,0,0,0,0,Pavement Defective,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 19:00
Manhattan,10001,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 19:00
Manhattan,10021,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 19:00
Queens,11367,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 19:15
Brooklyn,11201,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Taxi,Sedan,,,,11/14/2018 19:16
Queens,11427,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 19:20
Manhattan,10003,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Taxi,Taxi,,,,11/14/2018 19:25
Brooklyn,11218,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Sedan,Sedan,,,,11/14/2018 19:30
Manhattan,10075,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Taxi,,,,11/14/2018 19:30
Brooklyn,11218,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 19:31
Manhattan,10011,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Taxi,Sedan,,,,11/14/2018 19:39
Queens,11362,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 19:40
Brooklyn,11221,0,0,0,0,0,0,0,0,Passing Too Closely,Reaction to Uninvolved Vehicle,,,,Sedan,Sedan,,,,11/14/2018 19:45
Brooklyn,11237,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 19:45
Queens,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 19:45
Brooklyn,11222,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 19:50
Manhattan,10032,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Speed,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 19:50
Queens,11357,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 19:50
Staten Island,10314,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,11/14/2018 19:53
Manhattan,10013,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 1:00
Queens,11419,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,,,,,11/14/2018 1:20
Manhattan,10016,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 1:40
